FoodEstabKey,EstablishmentKey,businessname
3487,3487,Atlantic To Hudson
3488,3488,Atlas Convenience
3489,3489,Atlas Liquors
3490,3490,Atlas V & P Multi Services Inc.
3491,3491,ATRIUM CAFE & CONFERENCE CTR.
3492,3492,Au Bon Kiosk
3493,3493,AU BON PAIN (4TH FL)
3494,3494,Au Bon Pain (Airside-Amer West)
3495,3495,Au Bon Pain (Food Court U S Air)
3496,3496,Au Bon Pain (Joslin Pl.)
3497,3497,Au Bon Pain (Kiosk)
3498,3498,Au Bon Pain (Space 31)
3499,3499,Au Bon Pain (Space 49)
3500,3500,Au Bon Pain (Space 58)
3501,3501,Au Bon Pain (Space F210)
3502,3502,Au Bon Pain (US Airways)
3503,3503,Au Bon Pain Kiosk (1st Fl.)
3504,3504,Au Bon Pain Kiosk@Childrens Museum
3505,3505,Au Bon Pain No.  518
3506,3506,Au Bon Pain Outdoor Cafe
3507,3507,Au Bon Pain(Kiosk)
3508,3508,Au Lac Vegetarian Food
3509,3509,Audubon Circle Restaurant & Bar
3510,3510,AUNTIE B'S PLACE
3511,3511,Aurum
3512,3512,Auto Zone No.  5010
3513,3513,Auto Zone No.  5019
3514,3514,Auto Zone No.  5076
3515,3515,Auto Zone No.  5142
3516,3516,Auto Zone No.  5252
3517,3517,AutoZone No. 3745
3518,3518,AVALON/AXIS
3519,3519,Avenue Liquors
3520,3520,Avenue Tavern
3521,3521,AVI INC.
3522,3522,AVILA
3523,3523,Away Cafe
3524,3524,B & A Bargains
3525,3525,B AND 4TH STREET VARIETY CORP.
3526,3526,B Fresh
3527,3527,B I Deaconess Med Ctr Shop East
3528,3528,B I DEACONESS/CROSSROADS CAFE
3529,3529,B. Good (Mobile)
3530,3530,B. Good (Newbury St.)
3531,3531,B.D.'S
3532,3532,B.U. FACULTY DINING ROOM
3533,3533,B.U. Farmers Market
3534,3534,B.U. FITNESS & REC PRO SHOP
3535,3535,B.U. MYLES STANDISH HALL
3536,3536,B.U. SCIENCE COMP/SNACK
3537,3537,B.U. SHELTON
3538,3538,B.U. TOWERS HALL
3539,3539,B.Y. Restaurants  Inc.
3540,3540,BA LE FIELDS CORNER
3541,3541,Ba Phu Fast Foods & Sandwiches
3542,3542,Baale Restaurant
3543,3543,Back Bay Beats
3544,3544,Back Bay Market
3545,3545,Baco Banh Mi @Super 88 Market
3546,3546,Bad Dawgs
3547,3547,BAGELS ETC
3548,3548,Bagelville Inc.
3549,3549,Bagelville West Roxbury
3550,3550,Bailey and Sage
3551,3551,BAILEY'S COFFEE SHOP
3552,3552,Bakery Cafe @ Tuft's Medical Center
3553,3553,BAKEY'S RESTAURANT
3554,3554,Balans LLC
3555,3555,Balans Organic Spa
3556,3556,BALI KITCHEN
3557,3557,Bally Total Fitness
3558,3558,BAMBOO RESTAURANT
3559,3559,BAN CHIANG HOUSE
3560,3560,BANGKOK BISTRO
3561,3561,BANGKOK BLUE THAI
3562,3562,BANGKOK CAFE
3563,3563,BANGKOK CITY RESTAURANT
3564,3564,Bangkok Express
3565,3565,Banh Mi House
3566,3566,Banh Mi Ngon/Vietnamese Gourmet Sandwiches
3567,3567,Bani Market
3568,3568,BARNES & NOBLE @ BOS. UNIV.
3569,3569,BARNES & NOBLE @ BU (3RD FL.)
3570,3570,Barnes & Noble College Booksellers
3571,3571,BARNES&NOBLE COLLEGE BOOKSTORE
3572,3572,Barney Fannings
3573,3573,Barracuda on the Fly
3574,3574,Barrington Coffee Roasting Co.
3575,3575,Barrio Cantina
3576,3576,Barry's Farmers Market
3577,3577,Bart Sullivan Tavern Inc
3578,3578,Bartlett Square Cafe
3579,3579,Bart's Ice Cream
3580,3580,Basil Asia Cafe
3581,3581,Battery Wharf Hotel
3582,3582,BAUER WINES LTD.
3583,3583,Bay State College Bookstore
3584,3584,BAY SWEETS MARKET
3585,3585,Bay View Liquors
3586,3586,BAYSIDE EXPOSITION CENTER
3587,3587,Bayview Liquors
3588,3588,BBQ Town
3589,3589,BBQ TOWN ROSLINDALE
3590,3590,BBQSMITH (CHINATOWN GREENWAY PARK)
3591,3591,Beach House Cafe
3592,3592,Beacon Hill Athletic Club
3593,3593,Beacon Hill Athletic Clubs
3594,3594,Beacon Hill Chocolates
3595,3595,Beacon Hill Gourmet
3596,3596,BEACON HILL HOTEL & BISTRO
3597,3597,Beacon Hill Pub
3598,3598,Beacon St. Locale
3599,3599,Bean and Cream Co.
3600,3600,BEANTOWN DOGS
3601,3601,Beantown Hoagie
3602,3602,Beantown Juice and Tea
3603,3603,Beantown Pizza
3604,3604,Beca's Kitchen
3605,3605,Bed Bath Beyond...
3606,3606,BEE'S KNEES
3607,3607,Bee's Knees Supply Company
3608,3608,Beijing Kyoto
3609,3609,BEIJING ON THE COMMON INC.
3610,3610,Beijing Taste Restaurant
3611,3611,Bel Lounge
3612,3612,BEL TEMPO
3613,3613,Bel-Cuisine Restaurant
3614,3614,Bell Tower Foods
3615,3615,Bella Arianna
3616,3616,BELLA DREW'S CAFE
3617,3617,BELLA LUNA RESTAURANT
3618,3618,Bella's Mart
3619,3619,Belle Isle Wine & Spirits
3620,3620,BELO MARKET
3621,3621,BEN & JERRYS
3622,3622,Ben and Jerry's
3623,3623,BENNIGAN'S No. 2221
3624,3624,Bennington Liquor Store Inc.
3625,3625,BENNY'S CREPE CAFE
3626,3626,Bento Restaurant
3627,3627,BERKELEY COLLEGE
3628,3628,BERKELEY RESIDENCE YWCA
3629,3629,BERNIE'S DELI
3630,3630,Berry Line
3631,3631,Berryline
3632,3632,BERTUCCI'S BRICK OVEN PIZZA
3633,3633,BERTUCCI'S BRICKOVEN PIZZERIA
3634,3634,Best Buy
3635,3635,Best Buy No.  1126
3636,3636,Best Buy No. 1471
3637,3637,Best Liquors
3638,3638,Best of Boston
3639,3639,BEST WESTERN ROUNDHOUSE
3640,3640,Beta Burger Inc
3641,3641,Beth Israel Deaconess Gift Shop
3642,3642,BETHEL TABERNACLE CHURCH
3643,3643,Betty & Mike Meals On Wheels
3644,3644,Betty Ann Food Shop
3645,3645,Betty's Wok & Noodle Diner
3646,3646,BETWEEN HOURS
3647,3647,BEWLEY'S EXPRESS
3648,3648,B-Good(Juice Bar)
3649,3649,BHINDI BAZAAR INDIAN CAFE
3650,3650,Bibim Restaurant
3651,3651,BICKFORD'S FAMILY RESTAURANT
3652,3652,Big A Pizzeria
3653,3653,Big Apple Circus
3654,3654,Big Bites
3655,3655,Big Daddy Hotdogs
3656,3656,BIG FISH
3657,3657,Big Guy's Cafe
3658,3658,Bina Osteria
3659,3659,BINGHAM DANA LLP/FLIK INT'L.
3660,3660,BLACK JACK PASTA BAR
3661,3661,Black Ruby Tea & Coffee
3662,3662,BLACKFIN CHOPHOUSE & RAW BAR
3663,3663,Blackjack Pasta
3664,3664,Blanca's Grill Restaurant
3665,3665,Blanco Market II
3666,3666,Blanco Market Inc.
3667,3667,Blazing Salads On Wheels
3668,3668,BLESSED MOTHER TERESA SCHOOL
3669,3669,Blockbuster Video
3670,3670,Blockbuster Video No.  90031
3671,3671,BLOCKBUSTER VIDEO No.  90033
3672,3672,Blockbuster Video No. 25002
3673,3673,Blue Cross Blue Shield-Landmark Center
3674,3674,Blue Fuji
3675,3675,BLUE HILL COFFEE SHOP
3676,3676,Blue Hill Convenience
3677,3677,Blue Hill Fruit Market
3678,3678,BLUE HILL HOUSE OF PIZZA
3679,3679,Blue Hill Liquors
3680,3680,Blue Hill Pharmary
3681,3681,Blue Hill Pizza
3682,3682,Blue Hill Star
3683,3683,BLUE HILL SUPERETTE
3684,3684,Blue Hill Variety Store
3685,3685,Blue House of Coffee
3686,3686,Blue Island
3687,3687,BLUE LABEL LIQUORS
3688,3688,Blue Nile Restaurant
3689,3689,Blue Smoke Restaurant
3690,3690,Blue Tierra Chocolate Cafe  L L C
3691,3691,BLUE WAVE SIENNAS
3692,3692,Bluestone Bistro
3693,3693,Bluestone Bristro
3694,3694,BM Convenience
3695,3695,Bo Thai Cafe
3696,3696,Boar's Nest
3697,3697,Boars Nest Deli
3698,3698,BOATHOUSE
3699,3699,BOB THE CHEFS
3700,3700,BOCA GRANDE RESTAURANT
3701,3701,BOCA GRANDE TAQUERIA
3702,3702,Bocao Latin Flavor
3703,3703,Bocao Latin Food
3704,3704,Bocca Buona
3705,3705,Bodega
3706,3706,Bodega Castillo
3707,3707,Bohemio's Restaurant
3708,3708,BOHIO MARKET
3709,3709,Bojo's Hot Dogs
3710,3710,Boloco
3711,3711,Boloco (247 Newbury St.)
3712,3712,BoMA Restaurant & Bar
3713,3713,BOMBAY CAFE
3714,3714,Bombay Club
3715,3715,BON APPETIT @ LESLEY UNIV.
3716,3716,BON SAVOR
3717,3717,Bonanza Market
3718,3718,BOOKS AND BAGELS
3719,3719,Boost@Equinox Fitness Club
3720,3720,Borders
3721,3721,Borders Book Store Music Cafe
3722,3722,Borders Books & Music
3723,3723,Boston Athletic Club
3724,3724,Boston Backbay Cafe
3725,3725,Boston Beer Works 1  Unit No. 49 Trnml C
3726,3726,Boston Beer Works 2  Unit No. 54 Trnml C
3727,3727,Boston Big Easy
3728,3728,Boston Billiard Club
3729,3729,BOSTON BRICKHOUSE
3730,3730,Boston Burger
3731,3731,BOSTON BURGER EXPRESS
3732,3732,Boston Chowda Co.
3733,3733,Boston College Hillside Shop
3734,3734,Boston Common Coffee Co.
3735,3735,BOSTON COMMON FROG POND C.S.
3736,3736,Boston Common Frog Pond Concession Stand
3737,3737,Boston Common Hotel & Conference Center
3738,3738,BOSTON CONVENIENCE
3739,3739,Boston Creamery & Confection
3740,3740,Boston Design Center Conveience
3741,3741,Boston Dumplings
3742,3742,Boston Events Specialist Trailer
3743,3743,Boston Flower & Fruit Shop
3744,3744,Boston Globe Cafeteria
3745,3745,BOSTON GLOBE KIOSK 1
3746,3746,Boston Globe Kiosk No.  2
3747,3747,Boston Gyro King
3748,3748,Boston Halal Market
3749,3749,Boston Harbor Hotel
3750,3750,Boston Harbor Hotel (RF)
3751,3751,Boston Harbor Islands Pavilion
3752,3752,Boston Herald Cafe
3753,3753,BOSTON HLTH. CARE FOR HOMELESS
3754,3754,Boston Honey Company
3755,3755,BOSTON INDIAN KITCHEN  INC.
3756,3756,Boston Kabdo Co.
3757,3757,BOSTON KING CAFE
3758,3758,BOSTON LIQUOR DEPOT  INC.
3759,3759,Boston Marathon Run Base
3760,3760,Boston Marriott Long Wharf (RF)
3761,3761,Boston Marriott Long Wharf-Rf
3762,3762,BOSTON MARRIOTT/STARBUCKS
3763,3763,Boston Medical Center
3764,3764,BOSTON MEDICAL CENTER KIOSK ON BRIDGE
3765,3765,BOSTON PARK PLAZA(4 LOCATIONS)
3766,3766,Boston Pizza & Grill
3767,3767,Boston Playwrights' Theatre
3768,3768,Boston Pretzel Bakery
3769,3769,Boston Projuice LLC
3770,3770,Boston Public Market Temp Stall
3771,3771,BOSTON RACQUET CLUB
3772,3772,Boston Rocks
3773,3773,Boston Shawarma
3774,3774,Boston Super Dog
3775,3775,Boston Tea Party Ships & Museum
3776,3776,Boston Tops (Trmnl B Amer Side Pre-scan)
3777,3777,Boston Tops (Trmnl B U S Air)
3778,3778,Boston Tops Inc.
3779,3779,Boston University
3780,3780,Boston Variety LLC
3781,3781,Boston Wax Museum
3782,3782,BOSTON WING IT
3783,3783,Boston Winter Market Village
3784,3784,BOSTON YACHT HAVEN
3785,3785,Boston Young Mens Christian Union
3786,3786,Bostone Pizza
3787,3787,Bostonian Convenience
3788,3788,Bostonian Society
3789,3789,Bostonian Society Museum Shop
3790,3790,BOSTON'S BADDEST BURGER & SANDWICH CO.
3791,3791,Botanical Springs
3792,3792,Bouchee
3793,3793,BOULEVARD BAKERY
3794,3794,Boulevard Cafe
3795,3795,Bowdoin Geneva Farmers Market
3796,3796,Bowdoin Market
3797,3797,BoYo
3798,3798,BRADLEY LIQUORS
3799,3799,BRAULIO'S MARKET
3800,3800,Bravo Pizza
3801,3801,Brazilian Bakery Specialties & Co
3802,3802,Bread & Butter
3803,3803,Breakfast & Burgers
3804,3804,BREEZEWAY BAR & GRILL
3805,3805,BRENNAN'S OF CLEARY SQ.
3806,3806,BRESCIA PIZZERIA HOUSE  INC.
3807,3807,Brick Boston
3808,3808,Brick House Pizza and Grille
3809,3809,Brigham & Womens Employee F. S. 2nd fl.
3810,3810,Brigham & Womens Faulkner Hosp. Gift Shop
3811,3811,Brigham & Womens Hospital d/b/a O'Naturals
3812,3812,Brigham & Womens Hospital L1 O.R. Lounge
3813,3813,Brigham & Womens L-1
3814,3814,BRIGHAM CIRCLE DINER
3815,3815,Brigham's
3816,3816,BRIGHAM'S INC
3817,3817,Brighton Beer Garden
3818,3818,Brighton Pharmacy
3819,3819,BRIGHTON VIDEO
3820,3820,British Airways Exec Club
3821,3821,British Airways First Class
3822,3822,Broadway Cafe
3823,3823,Broadway Shell
3824,3824,BROADWAY'S BEST PIZZA
3825,3825,Brookline Liquor Mart
3826,3826,Brookline Liquor Mart  Inc.
3827,3827,BROTHER LIQUOR INC.
3828,3828,Brother Super Liquor II
3829,3829,Brother's Crawfish
3830,3830,Brothers Mattapan House of Pizza
3831,3831,BROTHERS MINI MARKET
3832,3832,Brother's Restaurant
3833,3833,Brother's Wine & Spirit
3834,3834,Brother's Wine & Spirits
3835,3835,Brown Food Market
3836,3836,BROWN SUGAR CAFE
3837,3837,Brown's Market
3838,3838,Bubble Berry
3839,3839,Bubble Tea & Berry
3840,3840,BUBBLE-T ZONE
3841,3841,Bubor Cha-Cha
3842,3842,BUCCIERI'S CAFE
3843,3843,Budget Liquors
3844,3844,Budget Mart
3845,3845,Buffalo's Restaurant
3846,3846,BUKHARA INDIAN BISTRO
3847,3847,BULFINCH YACHT CLUB
3848,3848,BUNKER HILL COMMUNITY COLLEGE
3849,3849,BUNKER HILL LIQUORS
3850,3850,Burger King
3851,3851,Burger King (Main Food Court) T-C
3852,3852,BurgerFi
3853,3853,Burrito Elito (Trmnl E)
3854,3854,Burrito Factory
3855,3855,BURRITOS EXPRESS
3856,3856,Burritos On Fire
3857,3857,BURTONS GRILL OF BOSTON
3858,3858,Bus Stop Pub
3859,3859,C & C AUTO SERVICE INC.
3860,3860,C & J Superette
3861,3861,C J'S VARIETY
3862,3862,C&S Tavern
3863,3863,C.F. DONOVAN'S
3864,3864,C.F. Donovan's @ Cleary Square
3865,3865,Cactus Club
3866,3866,Cactus Club Stand @ Harvard University
3867,3867,Cadexco
3868,3868,CAESAR'S
3869,3869,Cafe @Mohr & McPherson
3870,3870,Cafe 1221
3871,3871,CAFE 225
3872,3872,Cafe 33
3873,3873,Cafe 47
3874,3874,Cafe 57 & Grill
3875,3875,Cafe 73
3876,3876,Cafe Amalfi
3877,3877,CAFE AT BARNES AND NOBLE
3878,3878,CAFE BELO
3879,3879,CAFE BELO II INC.
3880,3880,Cafe Brazil
3881,3881,CAFE CALYPSO
3882,3882,CAFE D
3883,3883,Cafe De Lulu
3884,3884,CAFE DES ARTS
3885,3885,Cafe Dino
3886,3886,CAFE ESPLANADE
3887,3887,CAFE GOLDEN HORN
3888,3888,CAFE GRAFFITI
3889,3889,Cafe Hemsin
3890,3890,Cafe Inaka
3891,3891,Cafe Italia
3892,3892,CAFE JAFFA
3893,3893,Cafe Juice Up
3894,3894,Cafe Latino
3895,3895,Cafe Le Anna's
3896,3896,CAFE MARLIAVE
3897,3897,CAFE MERIDIAN
3898,3898,CAFE ON THE WHARF
3899,3899,Cafe Orient Heights
3900,3900,CAFE PODIMA
3901,3901,CAFE POMPEI
3902,3902,Cafe Province
3903,3903,CAFE QUATTRO
3904,3904,Cafe Rialto
3905,3905,CAFE RITAZZA
3906,3906,Cafe Rustico
3907,3907,Cafeteria D'Ville
3908,3908,Cafeteria Tropical LLC
3909,3909,Cafeteria Y Pizzaria Mi Columbia
3910,3910,Cafeteria y Pupuseria Karen
3911,3911,Caffe Aromi
3912,3912,Caffe Graffiti
3913,3913,CAFFE ITALIA
3914,3914,CAFFE ITALIA II
3915,3915,Caffe Lil Italy
3916,3916,CAFFE UMBRA
3917,3917,Cairo Store
3918,3918,CAJUN GRILL
3919,3919,Cakeology
3920,3920,CALDERON MARKET
3921,3921,Calderon Market 3
3922,3922,Calderon Market II  Inc.
3923,3923,CALIFORNIA PIZZA  KITCHEN
3924,3924,CallaBash
3925,3925,CALORE FRUIT
3926,3926,Cambridge  1.
3927,3927,Cambridge St. Liquors
3928,3928,Camden Food Co Express @ U S Air Express
3929,3929,Cameo Macaron
3930,3930,Camilo Liquors I I
3931,3931,CAMINO REAL
3932,3932,Campus Trolley
3933,3933,CAMPUS TROLLEY II
3934,3934,CANESTARO PIZZERIA
3935,3935,CANTO 6 BAKERY AND CAFE INC.
3936,3936,Canton House Restaurant
3937,3937,Cape Cod Cranberry
3938,3938,Cape Verdean Liquors
3939,3939,Cape Verdeon Food  Terra Terra
3940,3940,Cape Verdeon Food Terraterra
3941,3941,CAPITAL GRILLE
3942,3942,Capitol Food Basket
3943,3943,CAPPY'S SUB NO. 2
3944,3944,Capriotti's
3945,3945,Captain Fly  Inc.
3946,3946,CAPTAIN FLYE  INC.
3947,3947,Caribbean Liquor
3948,3948,Caribbean Market
3949,3949,Caribbean Rhythm Restaurant
3950,3950,Caribbean Rythum Restaurant
3951,3951,CARMEN
3952,3952,CARMEN'S KITCHEN
3953,3953,Carniceria & Legumbreria 1 A Maket
3954,3954,Carribean Restaurant
3955,3955,CARTER FULLER MENTAL HOSPITAL
3956,3956,Casa Blanca
3957,3957,CASA BLANCA MEAT & FISH MKT
3958,3958,Casa Branca
3959,3959,Casa De Pedro
3960,3960,CASALINGA
3961,3961,Casserole Cafe
3962,3962,Castle Bar
3963,3963,Cataloni's
3964,3964,Cathy's Food Market
3965,3965,CATHY'S MARKET
3966,3966,Cauldron Fermented Foods
3967,3967,CEE CEE'S PIZZA
3968,3968,Cellars @ Jasper Hill
3969,3969,CENTER HOUSE OF PIZZA
3970,3970,CENTER LIQUOR CORP.
3971,3971,Central Boston Elder Services
3972,3972,CENTRAL CONVENIENCE
3973,3973,CENTRE ST. CITGO
3974,3974,CENTRE ST. MEATLAND INC
3975,3975,CENTRE STREET CAFE
3976,3976,Century Liquors
3977,3977,Certified Meatball Company
3978,3978,Cha Cha Cha Taqueria
3979,3979,CHA FAHN A TEA ROOM
3980,3980,Chacarero (800 Boylston St.)
3981,3981,CHAN MARKET INC.
3982,3982,CHAN OMALLY
3983,3983,Chance Liquors
3984,3984,CHANDLER INN
3985,3985,Chandler Inn/Trophy Room
3986,3986,Chandra's Kitchen
3987,3987,CHANG'S HOUSE
3988,3988,CHANG'S HOUSE CHINESE REST.
3989,3989,CHANNEL CAFE
3990,3990,Channel Fitness (retail)
3991,3991,CHARLES PLAYHOUSE
3992,3992,CHARLES STREET LIQUORS
3993,3993,Charlestown Cafe
3994,3994,CHARLESTOWN SHELL
3995,3995,CHARLEY'S EATING & DRINKING SALOON
3996,3996,CHARLIE CHAN'S RESTAURANT
3997,3997,Charlie's
3998,3998,CHARLIE'S SANDWICH SHOPPE
3999,3999,Chateau Kabob
4000,4000,Chau Chow City
4001,4001,Chauncy Liquors
4002,4002,CHECKMATE CAFE
4003,4003,Cheerful Kitchens
4004,4004,Cheers (Retail)
4005,4005,"Cheeseboy ""Grilled Cheese To Go"""
4006,4006,Cheeseboy: Grilled Cheese To Go
4007,4007,Cheeseboy: Grilled Cheese To Go (Kiosk)
4008,4008,CHEF CHOY'S HOUSE RESTAURANT
4009,4009,CHEF LEE II RESTAURANT
4010,4010,Chef Leo Kitchen
4011,4011,CHEF T J'S GRILLE
4012,4012,CHENG DWONG SEAFOOD MARKET
4013,4013,CHEQUERS EXPRESS
4014,4014,Cherry Mart
4015,4015,CHESTNUT PARK
4016,4016,Chestnut Park at Cleveland Circle
4017,4017,Chez Carline Caribbean Cuisine
4018,4018,CHEZ JO JO
4019,4019,Chez Tata Restaurant
4020,4020,Chicago Pizza
4021,4021,Chien Tang Restaurant
4022,4022,Chifipi
4023,4023,Children's Museum Gift Shop
4024,4024,Chili Duck
4025,4025,Chili Hotpot
4026,4026,Chili Mango & Lime Inc.
4027,4027,Chilipa Restaurant
4028,4028,CHILI'S GRILL & BAR
4029,4029,Chill
4030,4030,Chill Gelato
4031,4031,CHILLI DUCK
4032,4032,Chilli Hot Dog Grill & Chicken
4033,4033,Chilli Thai Bistro
4034,4034,China Bo
4035,4035,China Garden
4036,4036,China Pagoda Restaurant
4037,4037,Chinatown Cafe
4038,4038,CHINATOWN EXPRESS INC.
4039,4039,Chinatown Hit
4040,4040,CHINESE GOURMET EXPRESS
4041,4041,Choco Choco House
4042,4042,Chocolate Bar
4043,4043,Chocolate Therapy
4044,4044,ChocoLee
4045,4045,Choice Mart
4046,4046,CHON'S COFFEE SHOP
4047,4047,Chop Chop Meat Market
4048,4048,CHOW THAI CAFE
4049,4049,Chris Texas BBQ
4050,4050,CHRIS' TEXAS BBQ
4051,4051,CHRISTOPHER'S CAFE
4052,4052,CHRISTOS PIZZA
4053,4053,CHRISTY'S PLACE
4054,4054,Chuanway
4055,4055,Chubby Dogs @ Ramsay Park
4056,4056,CHUCK & ANN'S
4057,4057,Chung Wah Hong Co.
4058,4058,Chung Wah Restaurant
4059,4059,Church
4060,4060,CIAO BELLA
4061,4061,Cibao Grocery
4062,4062,Cibao Meat Market
4063,4063,CIBAO'S MARKET
4064,4064,Cibo Express Market
4065,4065,Cibo Express Market No.  2
4066,4066,Cigar Masters
4067,4067,Cilantro
4068,4068,CINDY'S PLANET
4069,4069,Cirace's
4070,4070,Circuit City Stores
4071,4071,CIROS
4072,4072,Cirque Du Soleil
4073,4073,Cirque Du Soleil - Spectrum Catering
4074,4074,Cisco Brew Pub
4075,4075,Cisco Brew Pub of Nantucket
4076,4076,City Baked
4077,4077,CITY CAFE
4078,4078,CITY CONVENIENCE
4079,4079,City Fresh Foods
4080,4080,City Fresh Foods @ Roxbury Comm. College
4081,4081,City Fruit Company
4082,4082,City Hall Farmers Market
4083,4083,city landing
4084,4084,City Produce
4085,4085,City Sports
4086,4086,CITYSIDE AT THE CIRCLE
4087,4087,CJ Teriyaki & Seafood
4088,4088,Clarendon Wine Co.
4089,4089,Clarke's at South Station
4090,4090,Claudia Market
4091,4091,Claudia's Market
4092,4092,Claudio's Market
4093,4093,CLEO DI'S CAFE
4094,4094,Cleveland Circle Convenience
4095,4095,Clipper Ship Wine & Spirits
4096,4096,Clover
4097,4097,Clover Fast Food Inc.
4098,4098,Clover Fast Food L M A No. 4
4099,4099,Clover Fast Food No. 2
4100,4100,Clover Fast Food No. 3
4101,4101,Clover Fast Food No. 5
4102,4102,Cluckit!
4103,4103,C-MART II
4104,4104,C-Mart Supermarket  Inc.
4105,4105,CO9/YO9
4106,4106,Cocoanuts Boston
4107,4107,COCO'S
4108,4108,CODE 10
4109,4109,Codman Square Health Center Farmers Mkt.
4110,4110,Codman Square Market
4111,4111,Codman Square Market Corp.
4112,4112,Codman Square Pharmacy
4113,4113,CO-DO RESTAURANT
4114,4114,Coffee Cafe
4115,4115,COFFEE SHOP AT DIMOCK HEALTH
4116,4116,Cold Stone Creamery
4117,4117,Cold Stone Creamery No.  21037
4118,4118,Coldstone Creamery
4119,4119,COLOMBO YOGURT SHOP
4120,4120,Colonade Hotel (RF)
4121,4121,COLONIAL THEATRE
4122,4122,COLOR
4123,4123,Color Inc.
4124,4124,COLUMBUS CAFE & BAR
4125,4125,COLUMBUS MARKET
4126,4126,Comedy Connection
4127,4127,COMMON GROUND
4128,4128,COMMON GROUND CAFE
4129,4129,Commonwealth Avenue Wine & Spirits
4130,4130,Commonwealth Coffee Company  LLC
4131,4131,Community Centers Stores
4132,4132,Community Convenience Store
4133,4133,COMPASS SCHOOL
4134,4134,Compton Drug
4135,4135,Concession 1
4136,4136,Concession Stand No. 8
4137,4137,Concession Stand North East
4138,4138,Concession Stand North West
4139,4139,Concession Stand South East
4140,4140,Concession Stand South West
4141,4141,Condor Market
4142,4142,CONFAMA No. 1 MARKET
4143,4143,Connor's Tavern
4144,4144,CONTRADA'S COFFEE SHOP
4145,4145,Convenience Plus
4146,4146,CONVENIENT CORNER
4147,4147,COOK TO ORDER  INC.
4148,4148,Cookin Cafe
4149,4149,COOKIN CAFE & GRILLE
4150,4150,Cooks Farm & Bakery
4151,4151,Copia Restaurant
4152,4152,Copley Flair
4153,4153,COPLEY FLAIR  INC.
4154,4154,Copley Flair Inc.
4155,4155,COPLEY PLAZA HOTEL
4156,4156,Copley Sq Farmers Market
4157,4157,COPLEY SQ HOTEL
4158,4158,Copley Sq. Farmers Market
4159,4159,Copperfields
4160,4160,COPPS HILL CAFE
4161,4161,Coraluis Variete Corp.
4162,4162,Cordon Blue Restaurant
4163,4163,Cordon Blue Restaurant & Lounge
4164,4164,Core Power Yoga
4165,4165,Corner Stalk Farm
4166,4166,CORNER TAVERN
4167,4167,CORNERSTONE
4168,4168,CORNWALL'S RESTAURANT
4169,4169,CORP. CHEFS/U. MASS. MED. SCHOOL
4170,4170,Corporate Cafe
4171,4171,CORPORATE CAFE  INC.
4172,4172,Corporate Chefs @ G E Healthcare
4173,4173,Corporate Chefs @ Jaharis Cafe
4174,4174,Corporate Chefs @ Soups On
4175,4175,CORPORATE CHEFS@HARVARD KIOSK
4176,4176,COSI
4177,4177,Cosi - Southwest (Kiosk)
4178,4178,Cosi (Hood Pk. Kiosk)
4179,4179,Cosi (Kiosk)
4180,4180,Cosi (TRMNL E Logan Airport)
4181,4181,Cosi @Virgin American Gates 37/38(Pier A)
4182,4182,Cosi Air Tran
4183,4183,Cosi American
4184,4184,Cosi Kiosk
4185,4185,Cosi South Station
4186,4186,Cosi(American Eagle)
4187,4187,COSMOPOLITAN
4188,4188,Cosmopolitan Lounge
4189,4189,Costas Convenience Store
4190,4190,COTTAGE TAVERN
4191,4191,COTTONWOOD RESTAURANT & CAFE
4192,4192,COUNTER POINT CAFE
4193,4193,Courthouse Convenience
4194,4194,Courtyard By Marriott (Lobby Market)
4195,4195,Crabby Jack's General Store
4196,4196,Crabtree & Evelyn
4197,4197,Crabtree and Evelyn
4198,4198,Craft Beer Cellar
4199,4199,Craft Beer Cellar Fenway
4200,4200,Crate & Barrel
4201,4201,CRAZY DOUGH'S PIZZA COMPANY
4202,4202,CREATIVE GOURMET
4203,4203,Crepe & More
4204,4204,CRISPY CREPES CAFE
4205,4205,CRISTELLE'S PIZZA
4206,4206,Cristelle's Restaurant
4207,4207,CROISSANT DU JOUR
4208,4208,Crossfit Boston Iron & Grit
4209,4209,Crossing Variety
4210,4210,Crossroads
4211,4211,CROSSROADS CAFE
4212,4212,Crossroads in the Commons
4213,4213,Crossroads Irish Pub
4214,4214,Crown Fried Chicken
4215,4215,Crown Fried Chicken and Pizza
4216,4216,CROWN LIQUORS  LLC
4217,4217,Crumbs Bakery Shop (Kiosk)
4218,4218,Crunch Fitness
4219,4219,Cruz Market
4220,4220,CRYSTAL CAFE
4221,4221,CUCCHIELLO'S BAKERY
4222,4222,Cultivar 2ND FL
4223,4223,Cultivar Main Kitchen
4224,4224,Cultured Kitchen
4225,4225,CUMMINS HIGHWAY SUNOCO
4226,4226,Cuppa Coffee
4227,4227,Curahealth Boston
4228,4228,CURRY HOUSE
4229,4229,Curtins Roadside Tavern
4230,4230,CVS No. 1065
4231,4231,CVS No. 1208
4232,4232,CVS Procare Pharmacy No. 2516
4233,4233,CVS PROCARE PHARMACY No. 2971
4234,4234,CVS/Pharmacy No.  2162
4235,4235,CVS/PHARMACY No. 49
4236,4236,D & D Convenience
4237,4237,D & D FOOD EXPRESS
4238,4238,D & S Variety Store and Multi-Service
4239,4239,D and D Restaurant
4240,4240,D Street Cafe
4241,4241,D. Angeles Market
4242,4242,D.C. Home Supply
