LiquorEstKey,EstablishmentKey,COMMENTS,CLOSING,PATRONSOUT,CAPACITY
423,7492,NONE,2:00 AM,2:30 AM,48
424,7493,NONE,2:00 AM,2:30 AM,103
425,7494,1.) SUNDAY OPENING AT 11:00 A.M. FOR THE SERVICE OF ALCOHOL.,1:00 AM,1:30 AM,360
426,7495,NONE,10:00 p.m.,10:30 p.m.,77
427,7496,NONE,11:00 PM,11:30 PM,47
428,7497,PERMISSION TO PROVIDE BOTTLE SERVICE GRANTED BY THE LICENSING BOARD,2:00 AM,2:30 AM,668
429,7498,A.) NO BAR  B.) ALCOHOL WITH FOOD ONLY.  PATIO CONDITIONS: 1.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH MEALS.  2.) 10:00 P.M. CLOSING  3.) TO BE STAFFED AT ALL TIMES.,11:00 PM,11:30 PM,49
430,7499,The Board granted the petition to provide Bottle Service on the licensed premises.,2:00 AM,NULL,0
431,7500,,1:00 AM,1:30 AM,209
432,7501,,1:00 AM,1:30 AM,150
433,7502,NONE,10:00 PM,10:30 PM,37
434,7503,1.) NO BAR  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,10:00 PM,10:30 PM,28
435,7504,The Board granted the petition to begin serving alcohol at 10:00 a.m. on Sundays with brunch.,1:00 AM,1:30 AM,94
436,7505,Board granted permission to serve alcohol on Sundays at 10:00 A.M. for Sunday morning brunch.,2:00 AM,2:30 AM,84
437,7506,The Board granted permission to serve alcohol at 10 A.M. for Sunday brunch.,2:00 AM,2:30 AM,569
438,7507,The Board granted permission to serve alcohol at 10:00 A.M. for Sunday brunch.,2:00 AM,2:30 AM,301
439,7508,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR.,MIDNIGHT,12:30 AM,28
440,7509,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR.,1:00 AM,1:30 AM,78
441,7510,(1)10:00 A.M. OPENING ON SUNDAYS FOR SERVICE OF ALCOHOL WITH BRUNCH.,2:00 AM,2:30 AM,680
442,7511,1.) PATIO CLOSING HOUR 11:00 PM  2.) ALCOHOL TO BE SERVED ON PATIO ONLY IN CONJUNCTION WITH MEALS.  3.) PATIO TO BE STAFFED AT ALL TIMES,1:00 AM,1:30 AM,195
443,7512,NONE,1:00 AM,1:30 AM,1369
444,7513,NONE,1:00 AM,1:30 AM,324
445,7514,10:00 AM OPENING ON SUNDAYS FOR SERVICE OF ALCOHOL WITH BRUNCH.,2:00 AM,2:30 AM,214
446,7515,1.)  2:00 A.M. CLOSING HOUR FRIDAYS  SATURDAYS AND NIGHTS BEFORE HOLIDAYS ONLY.,1:00 AM,1:30 AM,88
447,7516,1.) CLOSING HOUR 1:00 A.M.  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,1:00 AM,1:30 AM,90
448,7517,NONE,10:00 p.m.,10:30 p.m.,40
449,7518,NONE,2:00 AM,NULL,0
450,7519,NONE,2:00 AM,2:30 AM,108
451,7520,(1) 11:00 A.M. OPENING ON SUNDAYS FOR THE SERVICE OF ALCOHOL WITH BRUNCH. (2) BOTTLE SERVICE PLAN SUBMITTED BY LICENSEE APPROVED BY BOARD ON 2/1/12.,2:00 AM,2:30 AM,540
452,7521,Open 6:00 A.M. for food service Only.,2:00 AM,2:30 AM,103
453,7522,MIDNIGHT CLOSING ON PATIO.,1:00 AM,1:30 AM,0
454,7523,,2:00 AM,2:30 AM,206
455,7524,11:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,2:00 AM,NULL,0
456,7525,RESTAURANT MUST CLOSE AT 11:00 P.M.,2:00 AM,NULL,0
457,7526,NONE,1:00 AM,1:30 AM,148
458,7527,PATIO CONDITIONS: 1.) 11:00 P.M. CLOSING HOUR  2.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD.,2:00 AM,2:30 AM,208
459,7528,NONE,2:00 AM,NULL,0
460,7529,Bottle service approved 10/30/14.,2:00 AM,2:30 AM,185
461,7530,NONE,2:00 AM,2:30 AM,88
462,7531,NONE,11:00 PM,11:30 PM,31
463,7532,6 AM OPENING HOUR FOR FOOD ONLY.,2:00 AM,2:30 AM,60
464,7533,NONE,2:00 AM,2:30 AM,106
465,7534,1:00 AM CLOSING OR 1/2 HOUR AFTER THE LAST FLIGHT.,1:00 AM,1:30 AM,0
466,7535,THE BOARD ACKNOWLEDGED AND GRANTED THE PETITION TOSERVE ALCOHOLAT 10:00 AM ON SUNDAYS.,2:00 AM,2:30 AM,151
467,7536,THE BOARD ACKNOWLEDGED AND GRANTED THE PETITION TOSERVE ALCOHOLAT 10:00 AM WITH BRUNCHON SUNDAYS.,2:00 AM,2:30 AM,114
468,7537,THE BOARD GRANTED AND ACKNOWLEDGED THE PETITION TO SERVE ALCOHOL WITH BRUNCH AT 10:00 AM ON SUNDAYS. ,2:00 AM,2:30 AM,152
469,7538,THE BOARD ACKNOWLEDGED AND GRANTED THE PETITION TOSERVE ALCOHOLAT 10:00 AM ON SUNDAYS.,2:00 AM,2:30 AM,50
470,7539,THE BOARD ACKNOWLEDGED AND GRANTED THE PETITION TOSERVE ALCOHOLAT 10:00 AM WITH BRUNCHON SUNDAYS.,2:00 AM,2:30 AM,150
471,7540,NONE,2:00 AM,2:30 AM,288
472,7541,PATIO HOURS: MONDAY - THURSDAY 11:00 A.M. - 10:00 P.M.; FRIDAY 11:00 A.M. - 11:00 P.M.; SATURDAY NOON - 11:00 P.M.; SUNDAY NOON - 10:00 P.M.,11:00 PM,11:30 PM,30
473,7542,ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS AT 10:00 A.M.,2:00 AM,2:30 AM,395
474,7543,11:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,2:00 AM,NULL,0
475,7544,11:00 A.M. OPENING ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,2:00 AM,2:30 AM,0
476,7545,1.) CONSUMPTION OF ALCOHOL ALLOWED IN SEATING AREA DURING LIVE PERFORMANCES ONLY.  2.) NO MORE THAN 2 DRINKS SERVED TO AN INDIVIDUAL AT ONE TIME.  3.) LICENSEE MUST INSPECT IDENTIFICATION TO ENSURE PATRONS CONSUMING ALCOHOL ARE OVER 21 YEARS OF AGE.,1:00 AM,1:30 AM,929
477,7546,NONE,10:00 p.m.,NULL,60
478,7547,PATIO CONDITIONS: 1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS; AND 2) 11:00 P.M. CLOSING.  ALCOHOLIC BEVERAGES SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M. CAPACITY: 1ST FLOOR 175; 2ND FLOOR 188; SEASONAL PATIO 90.,2:00 AM,2:30 AM,363
479,7548,1.) 11:00 A.M. ON SUNDAYS FOR THE SERVICE OF ALCOHOLIC BEVERAGES WITH FOOD ONLY.  A.) AGREEMENT WITH NEIGHBORHOOD ASSOCIATION OF BACK BAY HEREBY INCORPORATED BY REFERENCE.  B.) BOARD WILL SCHEDULE STATUS HEARING IN MARCH 2007 RE: PARKING AND LOADING DOCK ISSUES.,2:00 AM,NULL,0
480,7549,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. CLOSING HOURS: 11:00 P.M.: SUNDAY-THURSDAY & MIDNIGHT: FRIDAY & SATURDAY.,11:00 PM,11:30 PM,48
481,7550,1.) MALT AND WINE TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) TRASH TO BE STORED INSIDE WITH PRECAUTION AGAINST RODENTS AND PESTS  PICKUP AS NECESSARY ( AT LEAST 6 DAYS PER WEEK ).  3.) 10:00 AM TO 11:00 PM 7 DAYS PER WEEK.  PATIO CONDITIONS: A.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  B.) TO BE STAFFED AT ALL TIMES.  C.) ENTRANCE ON PARMENTER STREET TO BE CLOSED  D.) 11:00 P.M. CLOSING HOUR.,11:00 PM,11:30 PM,92
482,7551,NONE,1:00 AM,1:30 AM,150
483,7552,PATIO OPERATING HOURS NOON-MIDNIGHT. THE BOARD GRANTED THE PETITION TO PROVIDE BOTTLE SERVICE ON THE LICENSED BUSINESS.,2:00 AM,NULL,0
484,7553,,2:00 AM,2:30 AM,64
485,7554,NONE,MIDNIGHT,12:30,45
486,7555,PATIO CONDITIONS: A) ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD; AND B) PATIO TO BE STAFFED AT ALL TIMES. ALCOHOLIC BEVERAGES SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,2:00 AM,2:30 AM,267
487,7556,NONE,2:00 AM,2:30 AM,45
488,7557,NONE,1:00 AM,1:30 AM,140
489,7558,NONE,MIDNIGHT,12:30 AM,101
490,7559,License issued to this licensee only under special legislation  Chapter 282 of the Acts of 2012.,1:00 AM,1:30 AM,659
491,7560,,1:00 AM,1:30 AM,120
492,7561,CLOSING TIMEIS 2:00 A.M. FRIDAY AND SATURDAY ONLY.,11:00 PM,11:30PM,168
493,7562,1. No more than 38 seats (patio).  2. Close patio at 10 P.M. 3. Barrier enclosing patio. 4. All Alc. Bev with food orders 5. Waiter's Busboy serv available. 6. Approved signs. 7. Inside trash storage. 8. Trash barrels kept on premises.  9. Sunday opening at 9:30 am for the service of food only.  11:00 am for the service of alcohol in conjunction with brunch.,1:00 AM,1:30 AM,217
494,7563,No Transfer of ownership  Ch 1161  Acts of l973  License originally  issued 1986,1:00 AM,1:30 AM,50
495,7564,CAPACITY SCENARIO #1. 199 (110 INTERIOR  89 EXTERIOR). CAPACITY SCENARIO #2. 360 (199 INTERIOR  161 EXTERIOR). THE BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE LICENSED PREMISES.,2:00 AM,2:30 AM,199
496,7565,,1:00 AM,1:30 AM,84
497,7566,1.) ALCOHOLIC  BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,MIDNIGHT,12:30 AM,100
498,7567,,2:00 AM,2:30 AM,99
499,7568,(1) Dumpster to be chained to building on rear sidewalk. (2) No signs or advertising to be posted on Moaraine Street facades of licensed establishment. (3) May serve alcohol on Sundays starting at 11:00 a.m. but only in conjunction with food between 11:00 a.m. and noon.(4) Patio Conditions: alcohol with food only;patio must bestaffed at all times.,1:00 AM,1:30 AM,150
500,7569,,1:00 AM,1:30 AM,80
501,7570,11:00 A.M. OPENING ON SUNDAYS  THE LAST SUNDAY IN MAY AND THE DAY FOLLOWING CHRISTMAS WHEN CHRISTMAS FALLS ON A SUNDAY.  NOONTIME OPENING ON CHRISTMAS DAY.,2:00 AM,2:30 AM,149
502,7571,1. To Open at 10:00 A.M. for Food and 11:00 A.M. on Sundays for the sale of Alcoholic Beverages with Brunch.,2:00 AM,2:30 AM,219
503,7572,1.) MALT  WINE AND LIQUEURS TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) SERVICE BAR ONLY.,11:00 PM,11:30 PM,75
504,7573,1.) SERVICE BAR ONLY ON LOWER LEVEL OF 41 FAIRFIELD STREET WITH SEATING AT TABLES FOR 57 PATRONS.  2.) TRASH TO BE STORED IN RODENT-PROOF CONTAINERS AND PICKED UP ON SITE.,2:00 AM,2:30 AM,237
505,7574,Open for food only between the hours of 5:00 A.M. and 11:00 A.M. 1. Licensee must always have full breakfast menu available as shown to the Board. 2. Door between bar portion of the premises must remain closed at all times the licensee is serving breakfast.,1:00 AM,1:30 AM,180
506,7575,NONE,2:00 AM,2:30 AM,358
507,7576,,2:00 AM,2:30 AM,276
508,7577,1) ALCOHOL TO BE SERVED WITH MEALS ONLY. 2) REAR PATIO HOURS ARE11:00 A.M. TO 3:00 P.M.,1:00 AM,1:30 AM,111
509,7578,NONE,1:00 AM,1:30 AM,59
510,7579,ALCOHOL SERVICE TO BEGIN AT 10:00 A.M. ON SUNDAYS IN CONJUNCTION WITH BRUNCH.,2:00 AM,2:30 AM,580
511,7580,1) Alcoholic beverages to be served only in conjunction with brunch on Sundays from 11:00 a.m.to noon. 2)Food to be available at all times. 3) Trash pickup 6 days a week; trash kept  storedand locked. 4) Day time capacity:216 at upper level  49 at lower level. Night time capacity: 269 at upper level  49 at lower level.,2:00 AM,2:30 AM,318
512,7581,No Transfer of ownership  Ch 1161  Acts of l973  License originally issued 1982,1:00 AM,1:30 AM,140
513,7582,,1:00 AM,1:30 AM,253
514,7583,1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,MIDNIGHT,12:30 AM,87
515,7584,1) 2:00 A.M. CLOSING for the service of Malt and Wine. 2) 4:00 A.M. CLOSING for the service of FOOD ONLY.,4:00 AM,4:30 AM,110
516,7585,NONE,2:00 AM,2:30 AM,180
517,7586,NONE,MIDNIGHT,12:30 AM,19
518,7587,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS: FROM - 11AM TO NOON.,2:00 AM,2:30 AM,149
519,7588,No Restrictions on Transfer (1991),1:00 AM,1:30 AM,705
520,7589,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS: FROM - 11:00 AM TO NOON.,2:00 AM,2:30 AM,446
521,7590,,1:00 AM,1:30 AM,48
522,7591,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS INSIDE AND ON PATIO.  2.) NO BAR  3.) PATIO CLOSING 10:00 P.M.,MIDNIGHT,12:30 AM,30
523,7592,ROOF DECK NOT TO HAVE MORE THAN 24 PATRONS BETWEEN 12:00 NOON AND 6:00 PM.  FROM 6:00 PM -2:00 AM ROOF DECK HAS A MAXIMUM CAPACITY OF 48 PATRONS.,2:00 AM,2:30 AM,607
524,7593,A.) NO BAR - ALCOHOL ONLY WITH FOOD  B.) 11:00 P.M. CLOSING,11:00 PM,11:30 PM,19
525,7594,1.) NO BAR  2.) ALCOHOL TO BE SERVED IN CONJUNCTION WITH FOOD ONLY.,11:00 PM,11:30 PM,19
526,7595,NONE,10:00 PM,10:30 PM,46
527,7596,NONE,Midnight,12:30 PM,18
528,7597,NONE,1:00 AM,1:30 AM,110
529,7598,NONE,2:00 AM,2:30 AM,460
530,7599,Capacity restrictions: configuration w/tables and chairs  maximum capacity is 300; configuration for nightclub  maximum capacity is 500.,2:00 AM,2:30 AM,500
531,7600,NONE,1:00 AM,1:30 AM,99
532,7601,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS OR WHILE WAITING FOR A TABLE 2.) ALCOHOL ONLY TO BE SERVED FOR DINNER MON-FRI  AND FOR BRUNCH SAT-SUN.,MIDNIGHT,12:30 PM,40
533,7602,,1:00 AM,1:30 AM,99
534,7603,NONE,2:00 AM,2:30 AM,176
535,7604,NONE,11:00 PM,11:30 PM,48
536,7605,NONE,MIDNIGHT,12:30 AM,19
537,7606,NONE,2:00 AM,NULL,0
538,7607,,11:00 PM,11:30 PM,76
539,7608,,1:00 AM,1:30 AM,90
540,7609,ALCOHOLIC BEVERAGES ONLY TO BE SERVED IN CONJUNCTION WITH MEALS.,1:00 AM,1:30 AM,70
541,7610,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,NULL,12:30 AM,36
542,7611,NONE,11:00 PM,11:30 PM,19
543,7612,1.) SERVICE BAR ONLY 2.) ALCOHOL TO BE SERVED IN CONJUNCTION WITH FOOD ONLY.,MIDNIGHT,12:30 AM,84
544,7613,NONE,2:00 AM,2:30 AM,435
545,7614,NONE,MIDNIGHT,12:30 AM,28
546,7615,ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,2:00 AM,2:30 AM,64
547,7616,,2:00 AM,2:30 AM,65
548,7617,,2:00 AM,2:30 AM,114
549,7618,1.) SEATING AT LIQUOR BAR LIMITED TO 12 SEATS. 2.) ALCOHOL AT TABLES AND AT SUSHI BAR WILL BE SERVED ONLY IN CONJUNCTION WITH FOOD ORDERED FROM THE MENU.  3.) GARBAGE WILL BE STORED IN A LOCKED  RODENT-PROOF FACILITY  PUT OUT NO MORE THAN 30 MINUTES BEFORE COLLECTION  AND COLLECTED ON ALL DAYS OF RESTAURANT OPERATION.,2:00 AM,2:30 AM,98
550,7619,NONE,10:00 PM,10:30 PM,34
551,7620,CAPACITY BREAKDOWN: 653 TOTAL CAPACITY: 75 PERSONS ON 1ST FLOOR  KITCHEN AND BASEMENT/60 PERSONS ON 2ND FLOOR /130 PERSONS ON 3RD FLOOR/240 PERSONS ON 4TH FLOOR/148 PERSONS ON 5TH FLOOR.,2:00 AM,2:30 AM,653
552,7621,1.) KITCHEN TO BE OPEN UNTIL MIDNIGHT.,1:00 AM,1:30 AM,99
553,7622,NONE,11:00 p.m.,11:30 p.m.,19
554,7623,1. Malt and Wine with Liqueurs to be served only in conjunction with meals.,11:00 PM,11:30 PM,99
555,7624,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS; FROM - 10:00 AM TO NOON. OPEN AT 9:00 A.M. ON SUNDAY FOR THE SERVICE OF FOODS ONLY.,2:00 AM,2:30 AM,250
556,7625,PATIO CONDITIONS: A.) ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD.  B.) PATIO TO BE STAFFED AT ALL TIMES.  ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,2:00 AM,2:30 AM,2834
557,7626,Alcoholic Bevarages to be served in cunjunction with Brunch on Sunday 10:00 A.M. - Noon.,2:00 AM,NULL,0
558,7627,,2:00 AM,2:30 AM,105
559,7628,NONE,11:00 PM,11:30 PM,70
560,7629,1.) NO BAR  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  3.) 10:00 P.M. CLOSING HOUR,10:00 PM,10:30 PM,40
561,7630,PATIO OPERATING HOURS ARE 6:00 A.M. TO: 1) 2:00 A.M. ON THE STUART STREET SIDE; AND 2) 12:00 A.M. ON THE STANHOPE STREET SIDE OF BERKELEY STREET.,2:00 AM,NULL,0
562,7631,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) 1:00 A.M. CLOSING FOR ALCOHOL 2:00 A.M. CLOSING FOR FOOD  3.) ALL PATRONS OFF PREMISES BY 2:00 A.M.,1:00 AM,1:30 AM,90
563,7632,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR.,11:00 PM,11:30 PM,159
564,7633,(1) MAY OPEN AT 6:00 A.M. FOR THE SERVICE OF FOOD ONLY. (2) CLOSING HOUR THURSDAYS  FRIDAYS AND SATURDAYS IS2:00 A.M.(3) FOOD TO BE SERVED UNTIL 11:00 P.M.,1:00 AM,1:30 AM,179
565,7634,SUNDAY OPENING AT 9:00 A.M. FOR THE SERVICE OF FOOD WITH  ALCOHOL SERVICE TO BEGIN AT 11:00 A.M. WITH BRUNCH.,2:00 AM,2:30 AM,547
566,7635,10:00 A.M. OPENING ON SUNDAYS TO SERVE ALCOHOLIC BEVERAGES WITH BRUNCH.,2:00 AM,2:30 AM,58
567,7636,10:00 A.M. OPENING ON SUNDAYS TO SERVE ALCOHOLIC BEVERAGES WITH BRUNCH.,2:00 AM,2:30 AM,86
568,7637,10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH.,2:00 AM,2:30 AM,175
569,7638,10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH.,2:00 AM,2:30 AM,809
570,7639,(1) 1:00am closing hour restriction for restaurant inside. (2) Licensee will make every effort not to conceal or interfere with Freedom Trail Markings. (3) Patio Conditions: (a)alcoholic beverages to be served only in conjunction with meals; (b)patio has a closing hour of10:00 pm.,1:00 AM,1:30 AM,180
571,7640,n/a,2:00 A.M.,NULL,45
572,7641,10:00 A.M. OPENING ON SUNDAYS TO SERVE ALCOHOLIC BEVERAGES WITH BRUNCH.,2:00 AM,2:30 AM,130
573,7642,1. Alcohol to be served only with food on the patio. 2. Staff to be present on patio @ all times. 3. Patio must close at 11:00 P.M.  10:00 A.M. OPENING ON SUNDAYS  FOR ALCOHOL SERVICE WITH BRUNCH.,2:00 AM,2:30 AM,238
574,7643,10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH.,1:00 AM,1:30 AM,420
575,7644,10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH.,2:00 AM,2:30 AM,299
576,7645,10:00 A.M. OPENING ON SUNDAYS TO SERVE ALCOHOLIC BEVERAGES WITH BRUNCH.,2:00 AM,2:30 AM,115
577,7646,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) TO BE STAFFED AT ALL TIMES. PATIO HOURS: MONDAY-SUNDAY 2:00 AM CLOSING HOUR. 10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH.,2:00 AM,2:30 AM,166
578,7647,10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH.,2:00 AM,2:30 AM,351
579,7648,1) 11:00 P.M. CLOSING ON THE PATIO. 2) 7:00 A.M. OPENING MONDAY THROUGH SUNDAY. 3) ALCOHOL SERVICE TO BEGIN AT 11:00 A.M. SUNDAY THROUGH SATURDAY.4) SERVICE OF ALCOHOL ON SUNDAYS MAY BEGIN AT 10:00 A.M. WITH BRUNCH.,2:00 AM,2:30 AM,90
580,7649,RESTRICTED/NON-TRANSFERRABLE LICENSE.,1:00 AM,1:30 AM,240
581,7650,,2:00 AM,2:30 AM,386
582,7651,Malt  wine andliqueurs to be served only in conjunction with meals.,MIDNIGHT,12:30 AM,96
583,7652,NONE,1:00 AM,1:30 AM,95
584,7653,NONE,2:00 AM,NULL,0
585,7654,(1) LIBELLULA  LLC AGREES TO CONDITIONS ON FORMER LICENSEE'S LICENSE AS AGREED UPON WITH BAY VILLAGE NEIGHBORHOOD ASSOCIATION SHALL REMAIN; AGREEMENT DATED 6/26/07 HEREBY INCORPORATED BY REFERENCE. (2) CLOSING HOUR FRIDAYS AND SATURDAYS IS 12:00 AM.,11:00 PM,11:30 PM,185
586,7655,(1) Alcoholic beverages to be served only in conjunction with meals. (2) Patio hours of operationare 11:00 A.M. to 11:00 P.M.(3) Kitchen must be opened until closing.,2:00 AM,2:30 AM,221
587,7656,NONE,1:00 AM,1:30 AM,76
588,7657,NONE,11:00 PM,11:30 PM,73
589,7658,11:30 P.M. closing Sunday-Wednesday; 12:30 A.M. closing on Thursday  Friday and Saturday.,11:30 PM,12:00 AM,220
590,7659,NONE,2:00 AM,2:30 AM,99
591,7660,NONE,2:00 a.m.,2:30 a.m.,78
592,7661,1) 6:00 A.M. opening hour for the service of food only. 2)3:00 A.M. closing hour for the service of food only. PATIO CONDITIONS: 1) Alcoholic beverages to be served only in conjunction with meals; and2) to be staffed at all times.,1:00 AM,1:30 AM,85
593,7662,1.) NO BAR  2.) ALCOHOL ONLY IN CONJUNCTION WITH FOOD.,1:00 AM,1:30 AM,94
594,7663,NONE,12:00 AM,12:30 AM,74
595,7664,NONE,11:00 PM,11:30,18
596,7665,NONE,1:00 AM,1:30 AM,35
597,7666,NONE,2:00 AM,2:30 AM,71
598,7667,NONE,2:00 AM,2:30 AM,113
599,7668,1. Entertainment must end at 1:00 A.M. 2. Doorman outside whenever people outside.  PATIO CONDITIONS: A.) 11:00 P.M. CLOSING  B.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH MEALS.  C.) PATIO TO BE STAFFED AT ALL TIMES. ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,2:00 AM,2:30 AM,243
600,7669,11:00 A.M. OPENING ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,2:00 AM,NULL,0
601,7670,NONE,2:00 AM,2:30 AM,69
602,7671,NONE,MIDNIGHT,12:30 AM,39
603,7672,Air conditioner to be turned off by 10 pm.,11:00 PM,11:30 PM,78
604,7673,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) TO BE STAFFED AT ALL TIMES.,2:00 AM,2:30 AM,200
605,7674,1) NO BAR. 2) ALCOHOL WITH FOOD ONLY.,2:00 AM,2:30 AM,78
606,7675,Alcohol on the patio can only beservedin conjunction with meals.,2:00 AM,2:30 AM,1675
607,7676,ALCOHOLIC BEVERAGES SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS AT 10:00 A.M.,2:00 AM,2:30 AM,80
608,7677,11:00 A.M. to 11:00 P.M,11:00 PM,11:30 PM,244
609,7678,,2:00 AM,2:30 AM,200
610,7679,NONE,2:00 AM,2:30 AM,886
611,7680,,1:00 AM,1:30 AM,223
612,7681,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH FOOD.  2.) 11:00 P.M. CLOSING HOUR  3.) TO BE STAFFED AT ALL TIMES. A.) FOOD SERVICE TO BEGIN AT 8:00 A.M. FOR AN EARLY MORNING MENU BOTH INSIDE THE RESTAURANT AND ON THE PATIO. B.)PERMISSION TO SERVE ALCOHOL AT 10:00 A.M. ON SUNDAYS.,1:00 AM,1:30 AM,182
613,7682,ARMED SECURITY OUTSIDE OF PREMISES THURSDAY - SUNDAY 10 PM THROUGH CLOSING.,2:00 AM,2:30 AM,260
614,7683,,2:00 AM,2:30 AM,480
615,7684,1. Malt  Wines and Liqueursto be served only in conjunction with meals. 2. No bar. 3. No exterior signs adv beer and wine.,11:00 PM,11:30 PM,60
616,7685,NONE,11:00 PM,11:30 PM,26
617,7686,NONE,2:00 AM,2:30 AM,92
618,7687,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) FOLDING DOOR-STYLE WINDOWS TO BE CLOSED AT 11:00 P.M.  3.) LICENSEE AGREES HE WILL NOT SEEK AN EXTENSION OF HOURS  4.) LICENSEE AGREES HE WILL NOT SEEK AN ALL-ALCOHOLIC BEVERAGE LICENSE  5.) LICENSEE AGREES HE WILL NOT SEEK A LIVE ENTERTAINMENT LICENSE.,MIDNIGHT,12:30 AM,48
619,7688,11:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,2:00 AM,NULL,0
620,7689,VALET PARKING PROVIDED AND 10:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,2:00 AM,2:30 AM,0
621,7690,NONE,1:00 AM,1:30 AM,205
622,7691,NONE,1:00 AM,1:30 AM,96
623,7692,NONE,2:00 AM,2:30 AM,45
624,7693,CLOSING HOUR: SUNDAY - THURSDAY 10:00 P.M.  FRIDAY AND SATURDAY 10:30 P.M.  1.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD.,10:00 PM,10:30 PM,48
625,7694,,2:00 AM,2:30 AM,25295
626,7695,A.) ALCOHOL SERVICE ONLY WITH CONVENTION EVENT.,2:00 AM,2:30 AM,25000
