LiquorEstKey,EstablishmentKey,COMMENTS,CLOSING,PATRONSOUT,CAPACITY
1026,8095,1) BAR TO HAVE NO MORE THAN 10 SEATS AND SEATING BY MAITRE'D ONLY AT THE BAR. 2) 12:30 A.M. CLOSING HOUR THURSDAY/FRIDAY/SATURDAY.ALL PATRONS OFF PREMISES BY 1:00 A.M. 3) ACCORDIAN WINDOWS CLOSED BY MIDNIGHT.,MIDNIGHT,12:30 AM,120
1027,8096,NONE,MIDNIGHT,12:30 AM,0
1028,8097,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) TO BE STAFFED AT ALL TIMES 3.) PATIO CLOSING HOUR: 11:00 P.M. INSIDE CLOSING HOUR 12:00 AM.,NULL,12:30 AM,224
1029,8098,NONE,1:00 AM,1:30 AM,120
1030,8099,NONE,2:00 AM,2:30 AM,300
1031,8100,99 Person Tables  Chairs  40 Standing-First Floor,1:00 AM,1:30 AM,139
1032,8101,1.) Service of alcohol on Sundays at 10:00 A.M. with brunch.,1:00 AM,1:30 AM,90
1033,8102,NONE,2:00 AM,2:30 AM,4612
1034,8103,NONE,1:00 AM,1:30 AM,280
1035,8104,,1:00 AM,1:30 AM,1051
1036,8105,1) Monthly report to Board from Boston University Security. 2) Boston University Security in seating area as well as next to concession stands. 3) No more than two (2)beers per patron.,1:00 AM,1:30 AM,15578
1037,8106,,1:00 AM,1:30 AM,450
1038,8107,1. Monthly report to Board from BU Security. 2. BU security in seating area as well as rest of concession stands. 3. No more than two (2) beers per patron.,1:00 AM,1:30 AM,8000
1039,8108,NONE,9:00 p.m.,9:30 p.m.,301
1040,8109,NONE,1:00 AM,1:30 AM,108
1041,8110,,2:00 AM,2:30 AM,215
1042,8111,* Alcohol service on outdoor terrace with food only * Closing hours of outdoor terrace Sunday - Wednesday at 10:00 PM  Thursday at 11:00 PM and Friday - Saturday at Midnight. Also  to operate one (1) coin operated pool table to be exercised on the premises.,2:00 AM,2:30 AM,181
1043,8112,NONE,1:00 AM,1:30 AM,98
1044,8113,,2:00 AM,2:30 AM,90
1045,8114,,2:00 AM,2:30 AM,99
1046,8115,1. Permission to open at 10:00 A.M. for the sale of Alcoholic Beverages on Sundays for Brunch.,2:00 AM,2:30 AM,131
1047,8116,A.) ALCOHOL WITH FOOD ONLY B.) NO BAR PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) TO BE STAFFED AT ALL TIMES (MIX OF PUBLIC AND PRIVATE LAND).,11:30 PM,MIDNIGHT,41
1048,8117,1.  Kitchen windows to be kept closed at all times. 2.  Rubbish and trash to be stored inside until picked up. 3.  Patrons to avoid double parking in front of premises.,1:00 AM,1:30 AM,252
1049,8118,1. Patio close at 10:00 PM Sunday thru Thursday and 11:00 PM Friday thru Saturday. 2. Alc. Bev. served at tables in conjunction with menu items ordered at tables  tables in patio after 7:30PM alcoholic to be served with menu items. 3. Deliveries  Newbury Street. 4. Trash stored inside.,1:00 AM,1:30 AM,0
1050,8119,NONE,1:00 AM,1:30 AM,349
1051,8120,,2:00 AM,2:30 AM,565
1052,8121,A.) SPECIAL GROUP BOWLING EVENTS THAT INCLUDE NUMEROUS CHILDREN TO OCCUR IN SEGREGATED ONE-HALF PORTION OF BOWLING AREA FURTHEST FROM THE MAIN ENTRANCE AS SHOWN ON THE SUBMITTED PLAN. B.) NO SERVICE OF ALCOHOL  OR ALCOHOL ITSELF  TO BE ALLOWED IN IMMEDIATE AREA OF SAID SEGREGATED BOWLING AREA WHEN SO UTILIZED FOR SPECIAL GROUP EVENTS THAT INCLUDE NUMEROUS CHILDREN.,2:00 AM,2:30 AM,542
1053,8122,CAPACITY AS FOLLOWS 248 PERSONS BANQUET  498 PERSONS STANDING ONLY  107 PERSONS IN LOUNGE AREA.,2:00 AM,2:30 AM,605
1054,8123,NONE,1:00 AM,1:30 AM,482
1055,8124,Patio Conditions: 1) Alcoholic beverages to be served only in conjunction with food orders. 2) Outdoor patio to be cleared of patrons no later than midnight. 3) Barrier to separate sidewalk from patio. 4) 22 seats.,2:00 AM,2:30 AM,218
1056,8125,,2:00 AM,2:30 AM,145
1057,8126,Capacity maximum of 300 only allowed for special events  otherwise capacity is 240.,1:00 AM,1:30 AM,240
1058,8127,NONE,MIDNIGHT,12:30 AM,76
1059,8128,Malt  Wine andLiqueurs to be served only in conjunction with meals.,1:00 AM,1:30 AM,30
1060,8129,,2:00 AM,2:30 AM,57
1061,8130,,2:00 AM,2:30 AM,170
1062,8131,PATIO CONDITIONS: 1.) PATIO CLOSING HOUR AT 10:00 P.M.  2.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD  3.) MUST BE STAFFED AT ALL TIMES. Alcoholic Beverages to be served in conjunction with brunch on Sundays 10:00 A.M. - Noon.,2:00 AM,2:30 AM,205
1063,8132,Open at 9:00 A.M. on Sundays for the service of food only.,1:00 AM,1:30 AM,75
1064,8133,NONE,11:00 PM,11:30 PM,37
1065,8134,1.  Open at 11:00 A.M. on Sundays. 2.  Alcohol to be served with food only on the patio. 3.  Patio to be staffed at all times when open. 4.  Must provide board with diagram of sidewalk barriers. 5.) 11:p.m. closing hour on the patio.,2:00 AM,2:30 AM,233
1066,8135,PATIO CONDITIONS:  1.) 10:00 P.M. CLOSING  ALL PATRONS TO BE CLEARED OUT BY 10:P.M. EVERY NIGHT. 2.) 24 SEATS ON THE PATIO. 3.) ALCOHOL TO BE SERVED IN CONJUNCTION WITH FOOD ONLY. 4.)PLANTERS TO SCREEN SHAWMUT AVENUE SIDE.,1:00 AM,1:30 AM,40
1067,8136,FOOD SERVICE ONLY UNTIL 2:30 A.M. ALL PATRONS OUT BY 3:00 AM,2:00 AM,2:30 AM,272
1068,8137,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR.,1:00 AM,1:30 AM,99
1069,8138,1. ALCOHOL ONLY WITH FOOD.,12:30 AM,1:00 AM,129
1070,8139,NONE,2:00 AM,2:30 AM,156
1071,8140,CLOSING HOUR ON SUNDAYS IS9:30 P.M.,11:00 PM,11:30 PM,38
1072,8141,1. OPEN 24 HOURS FOR SERVICE OF FOOD ONLY. 2. ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM: 11AM TO NOON. 3. OPEN ON SUNDAYS AT 8:00 A.M. FOR FOOD ONLY. 4. AFTER 2:00 A.M. SERVICE OF FOODS ONLY. ROOF DECK CONDITIONS: 1.) SERVICE BAR ONLY WITH WAITRESS STATION 2.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD 3.) ROOF SKYLIGHT MUST BE INACESSIBLE TO PATRONS 4.) 11:00 P.M. CLOSING SUNDAY - THURSDAY 1:00 A.M. CLOSING FRIDAY  SATURDAY AND NIGHTS BEFORE 3 HOLIDAYS: MEMORIAL DAY  4TH OF JULY  LABOR DAY. 5.) TO BE STAFFED AT ALL TIMES.,24 HOURS,2:30 AM,250
1073,8142,,2:00 AM,2:30 AM,210
1074,8143,1.) NO ALCOHOL SERVICE IN INDIVIDUAL STUDIOS UNLESS ALL PRESENT ARE OVER 21 YEARS OF AGE 2.) NO BAR 3.) SERVICE OF ALCOHOL TO END AT 1:00 A.M.,2:00 AM,2:30 AM,113
1075,8144,PATIO CONDITIONS: 1.) ALCOHOL TO BE SERVED AT PATIO TABLES ONLY IN CONJUNCTION WITH MEALS. 2.) PATIO CLOSING HOUR 10:00 P.M. 3.) PATIO TO BE STAFFED AT ALL TIMES.,MIDNIGHT,12:30 AM,43
1076,8145,1.) NO BAR  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) TO BE STAFFED AT ALL TIMES.,MIDNIGHT,12:30 AM,162
1077,8146,OUTDOOR SEASONAL PATIO HOURS OF OPERATION ARE NOON-MIDNIGHT.,MIDNIGHT,12:30 AM,148
1078,8147,NONE,2:00 AM,2:30 AM,272
1079,8148,,2:00 AM,2:30 AM,99
1080,8149,Alcoholic beverages cannot be brought to the seating area of the auditorium.,2:00 AM,2:30 AM,4624
1081,8150,PATIO CLOSING: 10:00 P.M. SUNDAY - WEDNESDAY  11:00 P.M. THURSDAY - SATURDAY.,2:00 AM,2:30 AM,99
1082,8151,NONE,2:00 AM,2:30 AM,199
1083,8152,NONE,2:00 AM,2:30 AM,0
1084,8153,1ST FLOOR-(A  B USE GROUPS) 421; 2ND -6TH FLOORS (R-1 USE GROUP)-97 EACH FLOOR.,2:00 AM,2:30 AM,0
1085,8154,NONE,2:00 AM,NULL,0
1086,8155,10:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,2:00 AM,NULL,0
1087,8156,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) PATIO TO BE STAFFED AT ALL TIMES 3.) 11:00 P.M. CLOSING,2:00 AM,2:30 AM,360
1088,8157,NONE,2:00 AM,2:30 AM,325
1089,8158,Set-up 1-299 Persons Table  Chairs; 101-Standing; Set-Up 2 Auditorium Style-298-Persons Seated; 102-Persons Standing;   Set-up 3-27-Persons Seated; 373-Persons Standing.,2:00 AM,2:30 AM,400
1090,8159,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR.,11:00 PM,11:30 PM,40
1091,8160,NONE,2:00 AM,2:30 AM,141
1092,8161,NONE,MIDNIGHT,12:30 AM,43
1093,8162,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) NO BAR 3.) PATIO  HOURS: 11:00A.M. - 10:00P.M. MONDAY THROUGH SATURDAY.  SUNDAY 12:00 NOON THROUGH 10:P.M.,11:00 PM,11:30 PM,62
1094,8163,Max. 4 nights per week / Sec. Guard outside all func.,2:00 AM,2:30 AM,60
1095,8164,1.) Service of alcohol on Sundays at 10:00 A.M. with brunch.,1:00 AM,1:30 AM,71
1096,8165,Outdoor patio closing hour: 12:00 AM.,2:00 AM,2:30 AM,133
1097,8166,,11:00 PM,11:30 PM,62
1098,8167,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) 7:00 A.M. OPENING FOR FOOD SERVICE ONLY. PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) TO BE STAFFED AT ALL TIMES 3.) 11:00 P.M. CLOSING. ALCOHOLIC BEVERAGES TO BE SERVED ON CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,2:00 AM,2:30 AM,202
1099,8168,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR.,11:00 PM,11:30 PM,99
1100,8169,CAPACITY BREAKDOWN: AREA 1-50 PERSONS BAR STOOLS; 259 - PERSONS TABLE & CHAIRS; 148-PERSONS STANDING; AREA 3-12 PERSONS BAR STOOLS; 68-PERSONS TABLE & CHAIRS; 30-PERSONS STANDING & 111 OUTSIDE STANDING ONLY. A.) 10:00 A.M. OPENING ON SUNDAYS TO SERVE ALCOHOL WITH BRUNCH.,2:00 AM,2:30 AM,672
1101,8170,THE BOARD GRANTED PERMISSION TO OPEN AND BEGIN SERVICE OF FOOD AT 9AM FOR BRUNCHAND SERVICE OF ALCOHOL AT 10AM ON SUNDAYS.,1:00 AM,1:30 AM,65
1102,8171,,MIDNIGHT,12:30 AM,67
1103,8172,1) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2) SUSHI BAR TO HAVE MAXIMUM OF14 SEATS.,MIDNIGHT,12:30 AM,49
1104,8173,1.) WINES  MALT AND LIQUEURS TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR  3.) 11:30 P.M. CLOSING  PATIO CONDITIONS:  A.) ALCOHOL SERVICE WITH FOOD ONLY ON PATIO.  B.)  PATIO HOURS: 11:00 AM - 10:00 P.M.,11:30 PM,MIDNIGHT,34
1105,8174,NONE,9:30 P.M.,NULL,19
1106,8175,NONE,2:00 AM,2:30 AM,93
1107,8176,NONE,2:00 AM,2:30 AM,235
1108,8177,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) MUST BE STAFFED AT ALL TIMES. PIC LAND,2:00 AM,2:30 AM,170
1109,8178,Capacity restrictions: no more than 6 people standing.,1:00 AM,1:30 AM,53
